Date,Open,High,Low,Close,Volume
22-Feb-16,3.66,3.72,3.65,3.70,38835677
19-Feb-16,3.55,3.64,3.54,3.62,38437527
18-Feb-16,3.57,3.59,3.54,3.58,31714092
17-Feb-16,3.51,3.59,3.50,3.56,35871736
16-Feb-16,3.49,3.50,3.42,3.49,35472211
12-Feb-16,3.43,3.46,3.38,3.46,31242795
11-Feb-16,3.34,3.42,3.32,3.38,35207564
10-Feb-16,3.39,3.45,3.36,3.40,37083690
9-Feb-16,3.34,3.40,3.31,3.35,36680571
8-Feb-16,3.36,3.39,3.29,3.36,47574390
5-Feb-16,3.51,3.52,3.40,3.42,51822562
4-Feb-16,3.49,3.56,3.47,3.51,31772898
3-Feb-16,3.59,3.60,3.47,3.50,56171933
2-Feb-16,3.64,3.66,3.56,3.57,63145715
1-Feb-16,3.69,3.74,3.64,3.72,35406114
29-Jan-16,3.67,3.73,3.66,3.70,29102697
28-Jan-16,3.66,3.69,3.59,3.64,31174980
27-Jan-16,3.70,3.75,3.63,3.63,28454563
26-Jan-16,3.68,3.73,3.65,3.73,24236288
25-Jan-16,3.72,3.73,3.64,3.65,32358845
22-Jan-16,3.72,3.76,3.71,3.73,23075902
21-Jan-16,3.61,3.72,3.58,3.66,48617701
20-Jan-16,3.60,3.63,3.45,3.60,54389666
19-Jan-16,3.65,3.68,3.60,3.66,31669791
15-Jan-16,3.62,3.67,3.58,3.63,51713607
14-Jan-16,3.71,3.77,3.63,3.72,38223320
13-Jan-16,3.80,3.82,3.67,3.71,33561430
12-Jan-16,3.85,3.86,3.76,3.79,28951495
11-Jan-16,3.83,3.84,3.76,3.82,34551969
8-Jan-16,3.84,3.87,3.79,3.81,29613072
7-Jan-16,3.83,3.88,3.82,3.84,33252278
6-Jan-16,3.90,3.94,3.86,3.89,32568350
5-Jan-16,3.97,3.99,3.90,3.90,35008346
4-Jan-16,4.03,4.04,3.93,3.95,32750880
31-Dec-15,4.06,4.10,4.05,4.07,26130897
30-Dec-15,4.09,4.11,4.07,4.07,12101310
29-Dec-15,4.08,4.11,4.07,4.09,18024994
28-Dec-15,4.07,4.11,4.04,4.07,19540843
24-Dec-15,4.09,4.12,4.08,4.08,17868939
23-Dec-15,4.04,4.09,4.03,4.07,26375814
22-Dec-15,4.01,4.05,3.99,4.02,18303342
21-Dec-15,4.00,4.02,3.97,4.00,17358020
18-Dec-15,4.02,4.03,3.97,3.99,43971599
17-Dec-15,4.09,4.11,4.01,4.02,23584518
16-Dec-15,4.09,4.10,4.02,4.09,25379420
15-Dec-15,4.16,4.17,4.07,4.07,59807794
14-Dec-15,4.01,4.02,3.96,4.00,29754730
11-Dec-15,4.02,4.05,3.96,4.01,42276431
10-Dec-15,4.02,4.08,4.02,4.06,22661816
9-Dec-15,4.01,4.07,4.00,4.01,25372342
8-Dec-15,4.01,4.05,4.00,4.00,25294003
