Date,Open,High,Low,Close,Volume
12-Sep-16,68.45,69.52,68.21,69.30,8167857
9-Sep-16,69.04,69.42,68.75,69.00,6177793
8-Sep-16,70.30,70.30,69.42,69.46,9141190
7-Sep-16,69.94,70.42,69.81,70.30,5131516
6-Sep-16,70.88,70.96,69.57,70.10,8235233
2-Sep-16,70.95,71.43,70.46,70.81,7857048
1-Sep-16,70.34,70.70,70.10,70.58,5199939
31-Aug-16,70.17,70.85,69.93,70.19,5025088
30-Aug-16,71.04,71.14,70.12,70.39,4031767
29-Aug-16,70.43,71.14,70.30,71.05,3992230
26-Aug-16,70.78,71.50,70.08,70.35,5023072
25-Aug-16,71.41,72.10,70.59,70.81,5067950
24-Aug-16,71.23,71.94,71.19,71.73,5780453
23-Aug-16,70.59,71.50,70.59,71.05,5622696
22-Aug-16,70.30,70.58,69.82,70.39,4548885
19-Aug-16,70.11,70.72,69.99,70.12,5930769
18-Aug-16,70.43,70.71,69.24,70.30,11650904
17-Aug-16,70.48,71.65,69.90,70.63,19611514
16-Aug-16,75.48,76.08,75.12,75.48,6924199
15-Aug-16,75.58,76.23,75.27,75.53,5373376
12-Aug-16,74.36,75.96,74.26,75.81,6670915
11-Aug-16,75.15,75.18,73.53,74.01,6311362
10-Aug-16,72.88,73.38,72.66,73.05,4037414
9-Aug-16,73.62,73.62,71.74,72.61,7492563
8-Aug-16,75.00,75.52,74.55,75.00,3022164
5-Aug-16,74.51,75.11,74.34,74.94,3056570
4-Aug-16,74.00,74.47,73.78,74.14,3095306
3-Aug-16,73.21,74.11,72.16,74.10,5490134
2-Aug-16,75.96,76.44,73.69,73.89,5072157
1-Aug-16,74.84,75.56,74.67,75.51,3818161
29-Jul-16,74.90,75.38,74.54,75.33,4969017
28-Jul-16,75.04,75.23,74.05,74.79,4165933
27-Jul-16,76.38,76.38,75.04,75.25,3161768
26-Jul-16,76.38,77.38,76.03,76.22,5027230
25-Jul-16,74.94,76.33,74.87,76.30,4207990
22-Jul-16,74.50,75.00,74.17,74.92,2514501
21-Jul-16,74.41,74.69,74.15,74.34,3284010
20-Jul-16,74.20,74.50,73.96,74.48,2802318
19-Jul-16,73.89,74.02,73.41,73.95,4255666
18-Jul-16,72.88,74.02,72.88,73.96,3852589
15-Jul-16,73.49,73.79,72.50,73.04,5205294
14-Jul-16,73.59,74.22,73.49,73.49,4802014
13-Jul-16,73.52,73.84,73.09,73.17,3607358
12-Jul-16,72.49,73.60,72.44,73.52,6648505
11-Jul-16,71.40,72.72,71.35,72.54,5264146
8-Jul-16,70.67,71.57,70.46,71.31,4675385
7-Jul-16,70.46,70.92,69.75,70.09,5088134
6-Jul-16,69.54,70.54,69.44,70.51,3907771
5-Jul-16,70.00,70.21,69.38,69.74,3311134
1-Jul-16,69.64,70.50,69.60,70.05,5005435
30-Jun-16,70.20,70.30,69.40,69.82,6502269
29-Jun-16,69.76,70.58,69.68,70.00,6771275
28-Jun-16,69.71,70.41,69.06,69.74,7325250
27-Jun-16,69.05,69.72,67.90,69.45,5576938
24-Jun-16,68.23,69.86,68.08,69.35,6760754
23-Jun-16,69.37,70.20,69.29,69.78,7511109
22-Jun-16,68.26,69.20,68.26,68.86,4421758
21-Jun-16,68.27,68.84,67.67,68.30,4579790
20-Jun-16,68.11,68.89,67.99,67.99,4327150
17-Jun-16,67.01,68.09,66.87,67.50,7864256
16-Jun-16,67.22,67.54,66.73,66.98,4967892
15-Jun-16,66.98,67.85,66.89,67.27,5894720
14-Jun-16,66.67,66.94,65.92,66.74,5271766
13-Jun-16,67.85,68.09,66.84,66.89,4635149
10-Jun-16,67.45,68.13,67.05,67.88,4743557
9-Jun-16,68.58,68.87,67.36,67.69,6122931
8-Jun-16,68.35,68.90,68.12,68.62,5708861
7-Jun-16,69.22,69.64,68.19,68.24,5375445
6-Jun-16,68.62,69.22,68.23,68.81,5623944
3-Jun-16,68.38,69.03,68.07,68.65,7251048
2-Jun-16,67.74,68.42,67.74,68.32,13664111
1-Jun-16,68.96,68.96,68.01,68.41,8786674
31-May-16,69.28,69.48,68.46,68.78,8560496
27-May-16,68.98,69.53,68.76,68.90,4811485
26-May-16,69.63,70.11,68.80,68.91,6997667
25-May-16,68.82,69.68,68.32,69.28,8678049
24-May-16,68.07,69.22,68.02,68.69,7114450
23-May-16,68.78,69.05,67.86,67.93,7889884
20-May-16,67.39,69.14,67.00,68.66,9256025
19-May-16,68.16,68.71,66.79,67.06,12985055
18-May-16,67.48,68.62,65.50,68.00,36425409
17-May-16,74.65,75.10,73.06,73.61,9265128
16-May-16,73.55,75.35,73.00,74.61,8754910
13-May-16,75.26,75.39,73.78,73.88,9440397
12-May-16,75.33,76.40,75.31,75.60,9123478
11-May-16,77.06,77.37,75.68,75.70,11478121
10-May-16,79.86,80.51,79.30,80.05,3848931
9-May-16,79.09,80.30,78.77,79.93,4391543
6-May-16,78.13,78.86,77.85,78.74,3467635
5-May-16,79.56,79.71,77.62,78.13,5653016
4-May-16,79.67,80.27,79.43,79.71,3214252
3-May-16,79.97,80.34,79.57,79.99,3225186
2-May-16,79.45,80.16,79.04,80.12,4873394
29-Apr-16,80.60,80.68,79.01,79.50,6838734
28-Apr-16,82.82,82.99,81.15,81.33,3832943
27-Apr-16,82.67,83.57,82.20,83.29,3580048
26-Apr-16,82.64,83.11,82.43,82.60,2932570
25-Apr-16,82.15,82.60,81.60,82.60,3160762
22-Apr-16,82.89,83.13,82.15,82.33,3208328
21-Apr-16,83.08,83.63,82.50,82.75,3328896
20-Apr-16,83.94,83.96,82.52,82.87,3737103
19-Apr-16,83.50,84.14,83.39,83.98,3423199
18-Apr-16,82.67,83.75,82.66,83.42,3716857
15-Apr-16,82.07,83.06,82.00,82.60,3542825
14-Apr-16,81.35,82.10,81.28,81.78,2688933
13-Apr-16,81.11,81.67,80.49,81.56,2497226
12-Apr-16,79.94,81.06,79.36,80.78,3338853
11-Apr-16,80.94,81.34,79.71,79.77,4678614
8-Apr-16,81.26,81.38,80.55,80.88,3930478
7-Apr-16,81.95,82.32,81.00,81.57,4121933
6-Apr-16,82.05,82.41,81.66,82.17,3858005
5-Apr-16,82.15,82.60,81.81,82.10,4396431
4-Apr-16,82.89,83.36,82.12,82.30,3752890
1-Apr-16,81.76,83.19,81.76,82.76,4288685
31-Mar-16,82.50,83.15,80.98,82.28,9470895
30-Mar-16,83.42,83.90,82.97,83.60,3199892
29-Mar-16,82.86,83.27,82.12,82.97,3576478
28-Mar-16,82.38,83.44,82.31,82.80,5692915
24-Mar-16,81.36,82.18,81.18,82.04,4305088
23-Mar-16,81.73,82.35,81.50,81.50,4785881
22-Mar-16,82.39,82.62,81.65,81.70,5256668
21-Mar-16,82.50,82.90,82.13,82.20,4654198
18-Mar-16,83.37,84.00,82.70,82.71,7753754
17-Mar-16,82.26,83.32,82.26,83.02,5689900
16-Mar-16,81.89,82.44,80.96,82.39,4064425
15-Mar-16,81.36,81.89,81.18,81.65,3213261
14-Mar-16,81.85,82.10,81.27,81.77,3547968
11-Mar-16,81.89,82.45,81.52,81.87,4099506
10-Mar-16,81.61,82.03,80.30,81.50,5694795
9-Mar-16,81.00,81.50,80.59,81.21,3573144
8-Mar-16,80.55,81.40,80.46,80.53,3971676
7-Mar-16,80.53,81.20,80.25,80.82,4663973
4-Mar-16,80.07,81.60,79.46,81.13,6059189
3-Mar-16,80.51,80.69,78.57,79.71,11353519
2-Mar-16,80.94,81.64,80.18,81.10,9261029
1-Mar-16,79.12,81.05,78.88,80.96,7167997
29-Feb-16,78.27,79.17,78.02,78.45,5197588
26-Feb-16,78.90,78.97,77.32,78.43,5189383
25-Feb-16,77.00,78.82,76.16,78.67,8366815
24-Feb-16,74.39,77.00,73.40,76.94,15001330
23-Feb-16,72.83,74.38,72.66,73.99,5788816
22-Feb-16,72.51,73.25,72.26,72.47,4760832
19-Feb-16,72.20,72.32,70.56,72.32,4389212
18-Feb-16,70.95,72.67,69.50,72.53,5383881
17-Feb-16,72.20,72.65,71.52,72.10,4929342
16-Feb-16,70.62,71.56,69.70,71.50,3922563
12-Feb-16,68.03,69.98,67.43,69.95,4617832
11-Feb-16,68.32,69.17,67.65,68.05,3822892
10-Feb-16,70.43,70.70,68.57,68.76,4690169
9-Feb-16,69.80,70.47,68.97,69.86,4989654
8-Feb-16,69.18,70.29,68.24,70.00,5379653
5-Feb-16,70.04,70.75,69.45,69.56,3749773
4-Feb-16,70.67,70.67,69.13,70.04,7614850
3-Feb-16,73.86,73.94,71.60,72.57,5442298
2-Feb-16,72.71,73.41,72.32,73.31,4629423
1-Feb-16,71.25,73.21,70.33,72.83,4714196
29-Jan-16,71.14,72.53,71.02,72.42,5149304
28-Jan-16,71.31,71.44,70.18,70.99,4071983
27-Jan-16,70.21,71.87,70.08,70.69,3957901
26-Jan-16,69.39,70.65,69.01,70.44,4052636
25-Jan-16,69.77,69.99,68.85,68.92,5300847
22-Jan-16,69.18,69.98,69.14,69.72,3740102
21-Jan-16,68.07,69.67,67.54,68.64,6866825
20-Jan-16,68.22,68.62,66.46,67.59,9379596
19-Jan-16,69.85,70.56,68.70,69.24,5629046
15-Jan-16,68.84,70.59,68.84,70.08,7289948
14-Jan-16,71.62,71.64,70.00,70.41,6277302
13-Jan-16,73.29,73.75,71.55,71.64,5938714
12-Jan-16,72.97,73.55,72.63,73.36,4851065
11-Jan-16,71.53,72.75,70.51,72.42,6369670
8-Jan-16,74.21,74.79,71.27,71.38,7748985
7-Jan-16,73.58,76.00,73.49,73.88,11289916
6-Jan-16,73.80,74.80,73.38,74.08,4921363
5-Jan-16,73.74,75.24,73.63,74.84,8191879
4-Jan-16,71.84,73.71,71.53,73.55,8213745
31-Dec-15,73.21,73.21,72.47,72.61,3488211
30-Dec-15,74.56,74.57,73.56,73.62,2143808
29-Dec-15,73.47,75.00,73.34,74.44,4548308
28-Dec-15,73.04,73.43,72.22,72.87,2427335
24-Dec-15,73.46,73.59,72.76,73.17,1097659
23-Dec-15,73.04,73.80,72.94,73.65,2592879
22-Dec-15,72.09,72.94,71.87,72.61,3524522
21-Dec-15,71.51,71.96,71.08,71.71,3727829
18-Dec-15,71.86,72.18,70.70,71.37,7597718
16-Dec-15,73.03,74.04,73.00,73.80,3959130
15-Dec-15,73.06,74.25,72.77,72.98,4581810
14-Dec-15,71.83,72.99,71.63,72.72,4714544
11-Dec-15,71.79,72.55,71.30,71.84,3764938
10-Dec-15,72.35,73.05,72.10,72.37,4234608
9-Dec-15,72.25,72.99,71.17,72.01,4235886
8-Dec-15,73.08,73.36,72.49,72.66,3839514
